zpid,city,streetAddress,zipcode,description,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,latestPriceSource,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
202161550,austin,344 Jayne Cv,78737,"344 Jayne Cv, Austin, TX 78737 is a single family home that contains 3,399 sq ft and was built in 2015. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $610,985. The Rent Zestimate for this home is $2,700/mo. ",30.16147041,-97.93742371,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2015,549999,4,8/14/2019,8,2019,Broker Provided,38,0,7,1,2,2,0,0,0,16988.4,3399,0,0,2,0,4.1,8,743,15,3,4,1,202161550_d647525492bc4632033b4cc551dc69d2-p_f.jpg
80075550,austin,200 Clear Pond Cv,78737,"This 4 bed/3.5 bath home has unparalleled outdoor entertainment space. Don't miss out on this luxurious backyard, w/ upgraded pool, hot tub, and grotto with stunning waterfall (built by Austintatious Pools). Covered Outdoor Kitchen area includes a TV and a mini-fridge. Additional half-bath outside ensures no more wet footprints through the house! This 4153 SqFt house boasts a 4 car garage. Zoned to Dripping Springs ISD. Curtains/Rods in the upstairs bedroom in the NE corner of the house do not convey.Restrictions: Yes  Sprinkler Sys:Yes",30.17557144,-97.99887848,2.01,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,4,2006,650000,3,11/13/2020,11,2020,Agent Provided,118,0,3,4,0,0,0,0,0,17424,4153,0,0,2,0,0.2,8,743,15,5,4,1,80075550_259f4d4ac86fc3e21f6221a876a163be-p_f.jpg
243293049,austin,349 Mary Elise Way,78737,"349 Mary Elise Way, Austin, TX 78737 is a single family home that contains 3,100 sq ft and was built in 2016. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $600,858. The Rent Zestimate for this home is $2,700/mo. ",30.15218544,-97.93502045,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2016,569444,1,5/4/2020,5,2020,Agent Provided,5,0,2,2,1,0,0,0,0,11325.6,3100,1,0,1,1,6.5,7,1137,16,4,4,1,243293049_0a02ce93e5d1428775e69f76a7eda195-p_f.jpg
202153047,austin,266 Dry Creek Rd,78737,"Great one story home nestled in Highpointe with 4 true bedrooms, media room.  Custom kitchen work (nearly all wrapped in shiplap!). Ready for you to spruce up flooring and paint.  Enjoy neighborhood amenities like a community pool, tennis courts, basketball courts, several parks/playgrounds, a catch & release fishing pond, food truck night and more. House is now vacant. These photos do not reflect the current status of occupancy of the home. It is empty.Restrictions: Yes  Sprinkler Sys:Yes",30.16947365,-97.99095154,2.01,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,2,2008,429999,2,11/3/2020,11,2020,Team Realty of Texas,69,0,2,2,2,0,0,0,0,11761.2,2964,1,0,1,1,2.9,7,1137,16,3,4,1,202153047_b92cfebfb487863232791720a9710361-p_f.jpg
84141545,austin,182 Running Water Way,78737,"Luxurious former model home with $120K plus in upgrades, & the BEST lot & views in Highpointe! This 1.5 story open-concept floor plan offers 3 bedrooms, 3.5 bathrooms, 3,508 SQ FT, executive office, formal dining, gorgeous sunroom, upstairs bonus room with kitchenette, & separate media room. Other features include elegant hardwood floors, crown molding, speaker & security system, built-in shelving, beamed & coffered ceilings, & gas fireplace. Cul-de-sac street & oversized lot backing to pond & greenbelt!",30.17106628,-98.00124359,2.01,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2007,580000,3,3/23/2020,3,2020,Keller Williams Realty,40,0,3,2,3,1,0,1,0,13068,3508,0,0,2,0,0.4,8,743,15,4,3,2,84141545_e2ef9d2d14293750675d1eedd81d1a5d-p_f.jpg
69679541,austin,14624 Echo Blf,78737,"Welcome to this exceptional craftsman style home situation on 3.15 acres of beautiful Texas hill country. The governors drive will deliver you to the front door where you will be pleasantly surprised by the grand entrance foyer, open floor plan,high vaulted beamed ceilings, grand fireplace and a bounty of natural light. The gourmet kitchen includes granite counters, luxury appliance package and rich custom cabinetry which is open to the living area and overlooks the outdoor living space.

You will feel Pampered as you visit the master suite which includes a private stone patio with secret passage to the pool area, master bath that includes a walk through shower, double vanity and custom cabinetry.

This spacious main house with all bedrooms located on the main floor as well as two living spaces, formal dining, a welcoming sunroom off the master bedroom and not to be missed oversized laundry. If you are looking for a game room or theater look no further, this large space located upstairs can be both and has taps for a future kitchen. Enjoy the sunset from the private balcony with views of the hill country, rolling hill landscape and wet weather creek.

Take a dip in the sparking pool or jacuzzi. Entertaining will be easy with lots of patio space, separate dining area and fire pit for family gatherings or just a romantic night home alone.

If one home wasnâ€™t enough how about two! This casita has 824 square feet and includes a large bedroom, large living area, full kitchen, large bathroom and laundry room. This would be perfect for older children, in-laws or possibly income. Separate driveway to casita from road which provides true privacy to the main house.

We invite you to call us for a viewing for true appreciation of this beautiful estate.",30.16574669,-97.95500946,2.01,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,4,2005,1099000,3,6/1/2018,6,2018,Agent Provided,38,0,4,2,0,0,0,0,0,137214,5335,0,0,2,0,2.9,8,743,15,5,5,2,69679541_13a7bcc4ae670d84a7516029e6875f4f-p_f.jpg
119628040,austin,174 Big Meadow Rd,78737,Popular Lexington plan located on a premium home site. Please stop by our model home!,30.1649189,-97.99433136,2.01,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,469900,6,5/15/2018,5,2018,Agent Provided,28,0,3,2,0,0,0,0,0,10454,3398,0,0,2,0,0.9,8,743,15,4,5,2,119628040_b4018446902db720aac4e2e176a36994-p_f.jpg
122189039,austin,411 Merion Dr,78737,"Single Family one story home with 4 bedrooms, study & flex room on the main level. Home features an upper level game room with full bath, formal dining room, extended master suite and large covered patio. Greenbelt lot with stone elevation and 3 car garage complete this beautiful home. ***The information contained herein is preliminary in nature and though deemed reliable is not guaranteed. Price, plans, dimensions, specifications, features, completion dates and availability is subject to change without notice.*** Contact for more details. ",30.18076897,-97.98366547,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,479900,1,4/3/2018,4,2018,Agent Provided,62,0,0,1,0,0,0,0,0,8712,3345,1,0,1,0,4.5,6,777,16,5,5,1,122189039_3023efa3635157998190d160c79564a7-p_f.jpg
119622539,austin,689 Wild Rose Dr,78737,"This beautiful one-story home features warm cali-bamboo hardwoods, large tile and upgraded carpet and pad flooring, claw-foot master bath tub, 5-burner gas cooktop, stainless appliances, knotty-alder cabinetry, granite counters, upgraded ceiling fans, plantation wood window shutters, 3-car garage with seal-coated floor, laundry with sink and built-in cabinets, full-yard sprinkler system, zoysia grass, rain gutters, exterior flood lights, all-sides exterior stone siding. Property has been meticulously maintained inside and out. A perfectly laid-out plan, you'll enjoy private spacious bedrooms, a dedicated office with French doors, a gourmet kitchen surrounded by living and dining areas that creates the ideal space for entertainment. Relax on the deep front porch or wide covered patio backing to heavily wooded private ranch land! Highpointe features a world-class amenity center, pool, fitness, tennis, basketball, walking trails, fishing ponds, and less than 1 mile to the new Sycamore Springs elementary and middle schools!",30.16801071,-97.98332214,2.01,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2013,439900,2,12/11/2019,12,2019,Broker Provided,19,0,8,2,2,3,0,2,2,2988216,2655,1,0,1,1,3.333333333,7,1137,16,3,4,1,119622539_bd6b8a24363682413d7cce3d8e9a9e27-p_f.jpg
69679537,austin,15509 Fox Run Dr,78737,"TWO ACRE NO HOA SINGLE STORY WITH POOL LOW TAX RATE!  Beautiful oasis nestled on 2 acres of the Texas Hill Country. so much outdoor space to entertain! This updated one story features 3 large bedrooms + an office (with closet), a private backyard-fully fenced-with covered patio and sparkling swimming pool. This home has been meticulously cared for.  Only 20 miles to downtown Austin. Acclaimed Dripping Springs schools including Sycamore Springs elementary and MS.",30.1583271,-97.96707153,2.01,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2005,579444,2,3/20/2020,3,2020,Agent Provided,38,0,8,2,0,0,0,0,0,87120,2167,0,0,2,0,2.4,8,743,15,2,4,1,69679537_458e167617721922e80672063671a479-p_f.jpg
202189534,austin,410 Mary Elise Way,78737,"PRICE REDUCED OVER 20K! Now Vacant... GO! Come find the house you've been looking for in Reunion Ranch! Close to Austin, but with desirable Dripping Springs ISD schools. With its open floorplan and combined kitchen/ breakfast/ living area, this 4 bedroom/ 3.5 bath house is both spacious and inviting. Enjoy the large wrought iron fenced backyard from the covered patio, and look out over the greenbelt.",30.15205002,-97.93383026,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2015,524900,3,10/10/2019,10,2019,Broker Provided,34,0,0,1,1,1,0,0,0,13068,3085,1,0,1,1,6.6,7,1137,16,4,4,2,202189534_3e4156efba487142ca94901e4275e8dd-p_f.jpg
121658531,austin,12713 Cricoli Dr,78739,"Gorgeous home with beautiful greenbelt view! Highly sought Standard Pacific Homes Pinehurst Plan. This home has a room for everyone. At just under 4400 sq feet this home has 5 bedrooms, 4 1/2 baths, study, gameroom, professionally soundproofed and acoustically enhanced media room, formal dining and a greatroom that acts as the centerpoint of the home. Floor to ceiling windows at rear family room wall provide a seameless transition from the interior living space to this private backyard oasis. This home sits on a 9800 Sq foot lot and includes an additional 9000 Sq foot deeded easement that extends the back yard and is fenced with the property.  Dual Zone Climate A/C (Upstairs / Downstairs)",30.17205238,-97.91251373,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2014,849900,2,5/30/2019,5,2019,Broker Provided,58,0,4,2,0,0,0,0,0,9801,4386,1,0,1,1,2.9,9,1755,18,5,5,2,121658531_dd6153582ec6dbd4954ee1526e299ee9-p_f.jpg
119632530,austin,163 Dry Run Cir,78737,"163 Dry Run Cir, Austin, TX 78737 is a single family home that contains 2,481 sq ft and was built in 2013. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $416,953. The Rent Zestimate for this home is $2,700/mo. ",30.16929436,-97.9848175,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2013,399500,4,4/21/2020,4,2020,Agent Provided,40,0,1,2,1,1,0,1,1,6500,2481,0,0,2,0,1.1,8,743,15,2,3,1,119632530_93baa0c5d793625fe7521e4588f3cbc8-p_f.jpg
251028527,austin,12608 Javea Dr,78739,"12608 Javea Dr, Austin, TX 78739 is a single family home that contains 2,909 sq ft and was built in 2017. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $671,929. The Rent Zestimate for this home is $3,300/mo. ",30.17403412,-97.91672516,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2017,600000,2,10/11/2019,10,2019,Agent Provided,1,0,2,2,1,0,0,0,0,6795,2909,1,0,1,1,3.033333333,9,1755,18,4,4,2,251028527_streetviewlocation12608JaveaDr2CAustin2CTX78739size1025x768keyAIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQsourceoutdoorsignature9uXzoRyudkPjEjxDfXEUrAbNA7g.jpg
202189524,austin,377 Jacksdaw Dr,78737,"Beautiful 1 story home with panoramic views of the hill country built on a premium greenbelt lot in Reunion Ranch.  Elegant builder upgrades with a gourmet kitchen and an open and inclusive layout, high quality stainless steel monogram appliances, whole house plantation shutters, double sided fireplace, custom built master closet, outdoor stainless steel kitchen, wired for surround sound throughout, media-game room or 4th bedroom.  Many areas to enjoy family time. Exemplary Dripping Springs Schools.",30.15415573,-97.93776703,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2016,619000,1,6/13/2019,6,2019,Broker Provided,35,0,3,1,1,2,0,2,0,11761.2,3431,1,0,1,1,5.833333333,6.666666667,1462,19,3,4,1,202189524_baaf7b2b0727e1aec2bd877c4cc4e91b-p_f.jpg
121656522,austin,6716 Teulada Dr,78739,"Greenbelt lot in popular Avana! 1-story, 4 bedroom, 3 full baths. Well-kept home w/ wood flooring, custom built-in shelving and entertainment center in living room, ss appliances, wine fridge, upgraded granite counters, new carpet in July '19, front office space enclosed w/ glass French doors. Backyard complete w/ covered patio, stained wood deck, pergola, and several oak trees that provide amply shade. 20 minutes to downtown & fantastic schools. New elementary school in Avana set to open Fall of 2020",30.17523956,-97.91255951,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2014,599900,3,10/3/2019,10,2019,Broker Provided,40,0,4,1,2,1,0,0,0,8668,2537,1,0,1,1,2.8,9,1755,18,3,4,1,121656522_6c868a402b934d4f575d43769af271fc-p_f.jpg
111966515,austin,187 Raindance Cv,78737,"Single story home on large corner lot in cul-de-sac in a gated community w/resort style neighborhood amenities including pool, playground, trails, fishing ponds & more! Open floor plan, high ceilings & ready for move-in! Master suite has spacious closet, separate bathtub/shower & double vanity. Large kitchen w/granite countertops & breakfast area/breakfast bar. Oversized office at front of home w/french doors & built in shelves.Covered back porch w/massive, beautiful tree in backyard.Dripping Springs ISD.",30.16275215,-97.99632263,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,380000,4,8/10/2019,8,2019,Luisa Mauro Real Estate,37,0,3,1,2,0,0,1,0,15246,2326,0,0,2,0,1,8,743,15,2,3,1,111966515_16fcc7794dba00b12e60bf6a1f6ebf59-p_f.jpg
251028514,austin,7016 Calpe Dr,78739,"7016 Calpe Dr, Austin, TX 78739 is a single family home that contains 2,573 sq ft and was built in 2017. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $646,787. The Rent Zestimate for this home is $3,100/mo. ",30.1758461,-97.91584778,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2017,639990,1,3/23/2020,3,2020,Agent Provided,31,0,3,2,3,0,0,2,0,8712,2573,1,0,1,1,2.9,9,1755,18,4,4,2,251028514_733ce4efbb0eeeac87fee09e019b9228-p_f.jpg
28602511,austin,19 Concord Cir,78737,"Charming Southwest Austin townhome w/greenbelt views! 3 reserved parking spaces. Light-filled living rm. Kitchen w/spacious counters & cabinets, range w/vent hood, breakfast bar & breakfast area. Guest BR down w/adjacent full bath. Upstairs offers 2nd BR, Jack-and-Jill bath & expansive master BR w/walk-in closet & balcony w/views. Private fenced in patio. Amenities include greenbelt, community center & pool. Dripping Springs ISD/LOW TAXES! Easy access to Downtown Austin!",30.14313126,-97.96349335,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1985,199000,1,4/1/2019,4,2019,Agent Provided,30,0,2,0,0,0,0,0,0,225205.2,1212,1,0,1,1,5.2,7,1137,16,2,3,2,28602511_e3da5a0897e78251e89a235a1a44a566-p_f.jpg
2084298010,austin,519 Wild Rose Dr,78737,"519 Wild Rose Dr, Austin, TX 78737 is a single family home that contains 2,973 sq ft and was built in 2011. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $497,013. The Rent Zestimate for this home is $1,731/mo. ",30.17033005,-97.98417664,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2011,475000,2,8/22/2019,8,2019,Broker Provided,1,0,5,1,1,1,0,0,0,11325.6,2973,1,0,1,1,3.233333333,7,1137,16,3,4,1,2084298010_d5433bc59d1a1a4eb1415130379f7c88-p_f.jpg
80078505,austin,178 Winecup Way,78737,"Gated Community, Cul-de-sac, One of a kind lot, there is not another one like it with this view. Fresh new interior paint. 1 story open layout to the backyard, exactly what you wanted. Completely private, Gorgeous large backyard finely tuned and lovely for entertaining. 3 car garage, granite countertops, hardwood and tile, ready to move in. Walk to school, tennis courts, private community pool, hike and bike trails, soccer and baseball fields. The neighborhood is set up for privacy, not your regular master plan.",30.17152405,-97.99684906,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2006,409975,5,1/10/2019,1,2019,Agent Provided,33,0,7,2,0,0,0,0,1,4375,2814,0,0,2,0,0.5,8,743,15,3,4,1,80078505_d359cd249b4c0510ccbb47746ceba9f1-p_f.jpg
80077001,austin,136 Mountain Laurel Way,78737,"136 Mountain Laurel Way, Austin, TX 78737 is a single family home that contains 2,843 sq ft and was built in 2006. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $463,068. The Rent Zestimate for this home is $2,750/mo. ",30.17191124,-97.99560547,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,3,2006,415000,2,5/21/2018,5,2018,Agent Provided,1,0,4,2,0,0,0,0,1,12632.4,2843,0,0,2,0,0.5,8,743,15,3,4,1,80077001_61f990f83904241833a9963662f49957-p_f.jpg
119620000,austin,345 Whispering Wind Way,78737,"Lovingly Maintained! Pride of ownership for this move-in ready home upgraded with beamed ceilings, plantation shutters, crown molding, granite counters with open kitchen, large island & stainless appliances. Nice floor plan with master & study down, gameroom & secondary bedrooms up. Stunning outdoor cabana with full kitchen, stone fireplace, stainless cabinets & appliances for entertaining & relaxing. Beautiful landscaped property with sprinklers & private yard backing to greenbelt. All the work is done!",30.160326,-97.99873352,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2012,449900,4,6/30/2018,6,2018,Agent Provided,39,0,3,2,0,0,0,0,1,10193,2886,0,0,2,0,1.1,8,743,15,4,4,2,119620000_035a1058e14a08473969955e128c798a-p_f.jpg
29347494,austin,9001 Glenlake Dr,78730,"""2-Acre Secluded Estate with In-Ground Pool, Wood-Floors, Balcony, Wood Deck""      Nestled in a quiet valley on a 2-acre estate surrounded by mature trees is this gorgeous contemporary estate.  You will love this floorplan because of its majestic entry, bright kitchen and large living spaces.  The elegant wood-floored foyer with two story high ceilings opens into the wood-floored formal dining and living areas. The elegant circular-staircase leads to the large, open-to below landing area and four large upstairs bedrooms. The wood-floored family room has a fireplace, crown molding and windows that provide a great view of the covered patio, wood deck and 2-acre yard. The bright and ergonomic kitchen has granite counters, wood-floors, crown molding, breakfast area and a stainless built-in oven, cook top stove, tile backsplash and microwave.  The downstairs master suite has crown molding, a door to the rear patio and deck and the luxurious master bath has dual granite countered vanities, and a walk-in shower. The gently sloped backyard is ideal for outdoor activities and is not over looked by any neighbors. This home sits on one of the most peaceful yards in the neighborhood with a wet-weather creek that runs alongside.  Additional Features Include: side-entry two car garage, wine room, upstairs laundry room, one bedroom walks out to upstairs balcony making it ideal for a game-room.",30.35518456,-97.83846283,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1990,750000,2,2/20/2020,2,2020,Broker Provided,30,0,3,2,3,2,0,0,0,91040.4,2934,1,0,1,1,2.566666667,7,1381,16,4,5,2,29347494_e08a78d3c5e1056e4fa12050295e018b-p_f.jpg
29355997,austin,6504 Cuesta Trl,78730,"Almost 2 acre Long Canyon estate with distant Hill Country views. Amazing natural rock formations, beautiful trees, walking trail, circular drive, storage area, multi-level decks, side entry garage, perfect spot for future pool. Walls of glass overlooking TX Hill Country. Dramatic 2 story foyer, recently refinished wood floors, stained/paneled study/ofc with built-ins. Master plus guest ste on first floor. Open living/kitchen with fireplace, bar, recently updated island kitchen with double ovens/warming drawer, and French door access to amazing back decks/views. Elegant updated master bath with heated marble floors, marble walk-in shower with body jets, and elevated/under lit free standing tub, double vanity, and walk-in closet. Guest ste on opposite side of first floor for privacy, plus another guest ste with marble bath, raised ceiling, walk-in closet, and wall of built-ins upstairs.  Located on a quiet street, with amazing views/privacy/updates/floorplan, this is a must see!!",30.37820244,-97.81826019,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1990,1058000,4,10/20/2020,10,2020,Agent Provided,55,0,3,2,1,3,0,0,0,86248.8,3649,1,0,1,1,5.533333333,7,1177,16,5,5,2,29355997_6f459a3ae0c43630558ffc5639c2f491-p_f.jpg
29364159,austin,8148 Jester Blvd,78750,"Amazing opportunity - Pocket Listing in desirable Jester community! Spacious and beautifully updated 4 bed/2.5 bath home boasts great floor-plan with high ceilings, tons of natural light, kitchen that opens to dining and living, ample storage including 3-car garage & screened-in back porch to boot! Home nestled in the back of the community, private and peaceful, flat backyard with abundant trees. Huge 4th bedroom currently being used as a game room. Significant owner improvements since purchase in Spring 2016.",30.39647484,-97.80179596,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,1995,735000,2,5/28/2019,5,2019,Agent Provided,53,0,5,2,0,1,0,1,0,9191,3242,1,0,1,1,3.533333333,7,1523,17,3,4,2,29364159_828656945b608882bbdecd9cbd215386-p_f.jpg
29363931,austin,9100 Bluegrass Dr,78759,"Beautiful home with view overlooking the Hill Country and Great Hills Golf course.  
Located near shopping and restaurants around the Arboretum.  Updated Casita/ADU with separate private entrance.",30.39529037,-97.76905823,1.98,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,4,1992,975000,1,11/24/2020,11,2020,Broker Provided,64,0,6,2,2,2,0,0,0,22215.6,3874,1,0,1,1,2,7,1523,17,6,4,2,29363931_5fc14e29ef2a18ab3ac903490f92bf1a-p_f.jpg
29364155,austin,8121 Bottlebrush Dr,78750,"Superbly remodeled Jester Estates home backing to preserve. Spacious multiple decks and pool provides premium outdoor living. Panoramic preserve and city views. 3 car garage. Low maintenance grounds. Master on main with door to balcony. Features newly remodeled (2020) master bath with large walk-in shower with rain shower, new air-jetted bathtub, custom lighting, new cabinets with quartz countertops & large walk-in closet.  
Two huge game rooms (one up and one down) with space for pool table, ping pong table and much more. Two of the secondary bedrooms are large enough to be master bedrooms. Two Jack & Jill bathrooms remodeled with quartz counter-tops & custom tile. Large WICs for 4 bedrooms. Fifth bedroom set up as workout room. Additional half bath upstairs updated as well.

Kitchen features lovely white quartz countertops, plenty of cabinets and storage, large center island, new gas cooktop, separate refrigerator and freezer, enormous walk-in pantry and new built-in ice maker. Huge breakfast area with extra counter seating.

Dedicated downstairs office with French doors, dining room with modern lighting, updated half-bath on first floor, updated floors and custom lighting throughout. Fresh interior paint. New AC units and water heaters (May 2019). Plantation shutters! Solar screens! Whole house wired for ethernet and wired for sound in family room, upstairs game room, office and master. Large area backing to Preserve with trees and room for firepit or seating area.

For sale by owner and will pay realtor commission if buyer already has agent. Showing by appointment only - 512-230-0130.  Gloves and shoe covers provided for Covid-19 precaution.",30.39413261,-97.79921722,1.98,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,3,1998,884000,5,6/11/2020,6,2020,Broker Provided,73,0,7,3,1,3,0,1,0,13939.2,4783,1,0,1,1,3.333333333,7,1523,17,5,6,2,29364155_ed6c5ddaa7686001cf79f14308ee5e73-p_f.jpg
29364427,austin,6100 Chictora Cv,78759,"Immaculate two-story in the highly-sought after Great Hills area! Conveniently located near Hwy 183 and N Capital of Texas Hwy. This home offers upgrades galore including; plantation shutters, hardwood floors throughout, granite countertops, electronic cooktop, huge gameroom/flexspace with high ceilings, and a 1st floor master suite with a large walk-in closet. Private backyard with an extended deck, perfect for entertaining! Plus the convenience of being right across the street from the country club and all the amenities; country club, golf course, tennis courts, and pool!",30.40229607,-97.76898193,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1994,565000,5,12/21/2018,12,2018,Agent Provided,27,0,1,1,0,0,0,0,0,9626,2978,1,0,1,1,2.333333333,7,1523,17,3,4,2,29364427_cf867f1439fc01284c661814ed4d41ab-p_f.jpg
29364426,austin,6016 Chictora Cv,78759,"Beautiful 5 bedroom 3.5 bathroom home in the heart of Great Hills just steps away from the Great Hills Golf Country Club. Less than 2 miles to Arboretum, 183, Mopac, Capital of Texas Hwy. Fantastic lot on a quiet cul-de-sac with a flat back yard. Updated level 6 granite kitchen counters. Updated powder room. Premium laminate floors throughout first floor. Living room boasts 20 foot ceilings and is open to the breakfast room. Plenty of storage inside the home PLUS 3 oversized attics with easy access. Master bedroom and 1.5 baths down plus 4 bedrooms and 2 baths upstairs. Formal living room or formal dining room can easily convert to a home office. All bedrooms are a generous size and have walk-in closets. Lots of natural light in this beauty ready for your personal touches. No HOA. Choice of AISD or RRISD, owner sent his kids to both. Mother-in-law plan. Carefully maintained by original owners. Best price per sqft in Great Hills.",30.4021759,-97.76880646,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1995,675000,1,5/15/2019,5,2019,Agent Provided,39,0,3,2,0,0,0,0,0,9104,3367,1,0,1,1,2.333333333,7,1523,17,4,5,2,29364426_ba0040bbe9b1ea4a0a45fc2849971ec9-p_f.jpg
29356149,austin,6201 Maurys Trl,78730,"Rare to find Barley;Pfeiffer custom home on a Private 1+ Acre Lot just minutes from downtown Austin!  The home sits on a Private 1+ acre lot and this one-of-a-kind gem features amazing architecture, wonderful curves, multiple decks with hill country views & soaring ceilings with a wall of windows that brings nature inside! You will love the tree house feel in the family room and the unique, chic & artsy vibe of this entire home from the moment you arrive & walk through the front door!",30.37611389,-97.82460022,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1993,775000,3,7/7/2018,7,2018,Agent Provided,29,0,5,1,0,0,0,0,0,50965.2,3400,1,0,1,1,1.4,7,1381,16,3,3,2,29356149_a6905a8bebd1db0b6958d14439dc113b-p_f.jpg
29362426,austin,8537 Adirondack Trl,78759,"8537 Adirondack Trl, Austin, TX 78759 is a single family home that contains 2,261 sq ft and was built in 1994. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $711,078. The Rent Zestimate for this home is $3,001/mo. ",30.38444519,-97.7639389,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1994,605000,5,11/8/2018,11,2018,Broker Provided,1,0,4,1,0,0,0,0,0,24829.2,2261,1,0,1,1,1.266666667,7,1523,17,4,4,2,29362426_6dcb88f4b75dfa37080f028a0783c6ab-p_f.jpg
29364146,austin,8101 Chardonnay Cv,78750,"Stunning home in Jester Estates on lrg corner lot + detached 3 car garage, walking distance to greenbelt/hiking/Jester Club. Spacious layout w/ abundant natural light/contemporary upgrades  include: modern/updated kitchen, 2 dining areas, dedicated office, spacious master suite + wall of windows, completely renovated master bthrm + walk in shwr, free standing soaking tub, Pottery Barn double sink vanity-custom master closet + spectacular backyard/oasis + pool/hot tub!",30.39505577,-97.79963684,1.98,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,3,1995,775000,6,11/8/2019,11,2019,Broker Provided,37,0,1,2,2,0,0,0,0,10410,3604,1,0,1,1,3.366666667,7,1523,17,4,5,2,29364146_25c21b70141cf52f1609cbd7faccddfb-p_f.jpg
